El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,TM1
Mixed / non conventional,18,20,16,17,-55.37,2.41,207.18,-60.72,201.01,54.743,248.1,267.17,278.44,280.1,275.62,266.96,255.79,243.68,230.38,218.26,205.24,193.07,181.45,171,160.26,150.26,141.8,133.03,125.55,117.38,40
Mixed / non conventional,18,20,17,18,23.51,3.27,132.71,-93.56,238.936,54.743,226.05,209.3,195.92,184.67,174.09,164.48,154.83,145.8,137.31,128.85,121.94,114.81,108.11,100.98,94.52,88.95,83.19,78.14,73.3,68.95,40
Mixed / non conventional,18,21,19,20,63.66,2.14,1.14,-261.52,638.445,63.017,1.63,1.47,1.4,1.63,1.32,1.29,1.26,1.2,1.04,1.17,1.07,0.97,1.02,1.12,0.97,0.96,0.94,0.78,0.8,0.81,40
Mixed / non conventional,18,21,20,22,-38.03,17.02,8.99,-133.34,-95.345,63.017,13.14,13.06,11.5,12.52,10.94,9.68,7.96,9.11,8.66,9.55,9.08,8.41,8.93,9.81,7.02,7.07,6.11,5.73,5.37,6.07,40
Mixed / non conventional,18,21,22,23,46.58,0.17,0.24,112.18,-210.247,63.017,0.75,1.1,-0.17,-0.42,0.07,0.5,0.34,0.39,0.52,0.33,0.34,0.05,0.14,0.08,0.01,0.11,0.11,0.25,0.12,0.16,40
Mixed / non conventional,18,21,23,7,611.37,54.6,-205.55,-528.09,-1958.964,63.017,-392.28,-366.47,-342.76,-320.02,-298.68,-278.64,-259.99,-242.58,-226.54,-212.01,-198.34,-185.58,-173.92,-163.18,-153.15,-143.74,-134.97,-126.89,-119.42,-112.47,40
Mixed / non conventional,18,21,7,8,51251.16,62.71,-191.48,-584.91,-1848.634,63.017,-325.99,-319.82,-306.88,-291.31,-274.83,-258.64,-242.95,-228.11,-214.15,-200.92,-188.65,-177.21,-166.45,-156.26,-146.86,-138.09,-129.95,-122.26,-115.1,-108.36,40
Mixed / non conventional,18,21,8,9,35234.21,70.66,-177.68,-599.11,-1661.193,63.017,-286.52,-284.56,-273.98,-260.7,-246.73,-233.05,-219.72,-206.74,-194.58,-183.27,-172.55,-162.39,-152.88,-144.01,-135.65,-127.69,-120.28,-113.33,-106.79,-100.66,40
Mixed / non conventional,18,21,9,10,25797.1,77.24,-166.27,-680.44,-1633.407,63.017,-266.45,-259.88,-248.7,-236.55,-224.3,-212.38,-200.81,-189.74,-179.13,-168.88,-159.31,-150.25,-141.64,-133.51,-125.96,-118.75,-111.92,-105.49,-99.42,-93.75,40
Mixed / non conventional,18,21,10,11,16746.27,79.7,-145.18,-782.45,-1472.348,63.017,-272.43,-234.21,-211.77,-196.24,-183.96,-173.49,-164.05,-154.99,-146.53,-138.63,-131.04,-123.75,-116.93,-110.52,-104.5,-98.59,-92.99,-87.8,-82.91,-78.26,40
Mixed / non conventional,18,21,11,12,11187.11,74.19,-118.23,-925.68,-1424.775,63.017,-223.92,-187.97,-168.66,-156.39,-147.23,-139.49,-132.47,-125.92,-119.64,-113.36,-107.47,-101.92,-96.48,-91.23,-86.35,-81.74,-77.34,-73.02,-68.96,-65.07,40
Mixed / non conventional,18,21,12,13,372.39,0,-299.99,64.91,-72.623,63.017,-1194.04,-943.56,-787.58,-690.68,-626.18,-579.54,-539.69,-499.75,-466.92,-442.02,-414.64,-387.2,-366.25,-347.65,-326.75,-307.38,-289.1,-271.64,-256.62,-241.53,40
Mixed / non conventional,18,21,13,14,-80.04,0,-299.99,-17.96,25.161,61.447,-1413.81,-1175.62,-932.13,-757.53,-619.62,-530.83,-448.74,-379.3,-333.2,-288.74,-254.99,-226.95,-207.96,-192.09,-182.66,-165.7,-157.19,-145.08,-129.53,-124.86,40
Mixed / non conventional,18,21,14,15,-342.41,0.27,341.84,-57.02,199.326,61.447,211.62,367.85,443.04,474.94,479.81,472.4,454.45,432.35,408.89,384.57,360.04,336.7,313.86,293.72,274.7,256.76,240.15,224.24,209.79,197,40
Mixed / non conventional,18,22,19,20,49.46,0.13,-0.34,-168.45,302.744,57.686,-0.76,-0.23,-0.43,-0.62,-0.45,-0.71,-0.29,-0.32,-0.46,-0.44,-0.35,-0.39,-0.55,-0.12,0.01,-0.13,-0.11,-0.06,-0.2,-0.23,40
Mixed / non conventional,18,22,20,21,37.59,6.87,-1.51,-350.96,230.048,57.686,-0.99,-1.51,-1.64,-1.5,-1.37,-1.09,-1.64,-1.71,-1.4,-1.41,-1.41,-1.19,-1.36,-1.98,-2.03,-1.7,-1.83,-2.01,-1.19,-1.17,40
Mixed / non conventional,18,23,19,20,49.3,0.18,-0.55,-125.96,152.969,33.423,-1.65,0.25,-0.99,-1.11,-1.01,-0.47,-0.37,-0.2,-0.07,-0.77,0.23,-0.35,-0.61,-1.06,-1.37,0.21,-0.65,0.55,-0.64,-1.01,40
Mixed / non conventional,18,23,20,21,29.45,4.41,0.01,-292.08,52.22,33.423,2.3,-3.64,0.06,1.59,0.32,-0.92,-0.98,-1.43,-1.02,0.24,-1.45,0.4,0.61,3.29,3.15,-1.48,1.58,-2.7,-0.61,0.93,40
Mixed / non conventional,18,23,21,22,53.04,3.46,1.8,-209.92,164.581,33.423,3.44,3.5,2.86,2.57,2.83,2.37,2.63,2.4,2.29,2.03,1.22,1.22,0.25,1.02,0.05,1.38,-0.66,0.69,1.86,2.01,40
Mixed / non conventional,19,20,21,22,91.68,1.16,1.04,-142.14,-158.109,32.507,2.71,2.84,1.27,1.51,1.27,1.72,0.79,0.79,0.99,0.69,0.38,0.55,0.84,0.56,0.67,0.97,0.97,0.86,0.27,0.11,40
Mixed / non conventional,19,20,22,23,43.68,183.03,-116.96,488.23,-18.834,32.507,-169.85,-166.81,-150.61,-150.56,-141.25,-137.17,-131.75,-126.3,-124.54,-116,-111.5,-108.95,-112.95,-105.26,-100.38,-103.83,-99.61,-95.99,-92.33,-85.18,40
Mixed / non conventional,19,21,17,18,-11.92,0,-299.99,-17.34,27.294,34.533,-1580.02,-1298.22,-1039.41,-833.01,-678.98,-573.06,-489.25,-420.61,-365.75,-323.15,-285.98,-253.76,-230.13,-208.75,-188.28,-172.21,-165.07,-152.75,-142.35,-132.35,40
Mixed / non conventional,19,21,18,19,23.78,19.96,605.7,-62.79,152.492,34.533,318.91,583.53,726.22,793.63,816.6,814.07,793.98,764.54,728.66,692.43,654.79,617.97,582.84,548.78,515.78,484.8,457.18,430.24,406.24,382.73,40
Mixed / non conventional,19,21,19,20,-64.33,3.31,434.81,-77.93,176.779,34.533,145.67,371.65,493.58,556.05,582.57,584.94,574.41,556.54,534.29,509.88,484.72,458.98,432.95,407.96,385.23,362.49,341.12,322.42,303.96,286.8,40
Mixed / non conventional,19,22,20,21,40.57,1.88,0.19,-289.42,202.287,31.33,1.14,0.9,0.62,0.26,0.5,0.36,0.19,0.26,0.16,0.24,-0.37,-0.15,-0.4,0.12,0.2,-0.02,0.02,-0.11,-0.16,0.01,40
Mixed / non conventional,19,23,20,21,37.93,0.01,1.21,-255.13,71.658,17.806,3.02,2.93,1.43,2.22,1.1,1.26,0.59,0.63,1.19,0.27,0.7,1.14,1.51,1.32,0.49,-0.01,1.15,1.55,0.73,0.91,40
Mixed / non conventional,19,23,21,22,52.47,11.1,4.95,534.69,99.126,17.806,7.45,6.8,6.63,6.44,5.84,5.74,5.55,5.62,5.11,5.1,4.88,4.64,4.2,3.51,3.96,4.14,2.81,3.14,3.95,3.47,40
Mixed / non conventional,20,23,22,21,65.34,0.27,1.36,-564.13,-658,63.271,2.69,2.31,2.18,1.9,1.67,1.48,1.41,1.5,1.36,1.23,1.1,1.22,1.05,1.05,0.99,1.03,0.8,0.72,0.83,0.72,40
Mixed / non conventional,20,23,21,22,65.3,0.13,1.31,521.21,658.157,63.327,2.47,2.26,2.03,1.67,1.68,1.46,1.55,1.48,1.23,1.26,1.13,1.18,1.01,1.08,0.8,0.94,0.9,0.74,0.73,0.6,40
Mixed / non conventional,1,2,3,0,55.05,0.44,0,38.38,-528.373,60.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,1,2,0,4,45.54,0.36,0,-8.92,291.377,60.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,1,2,0,5,48.17,0.05,0,-44.51,255.974,57.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,1,3,4,0,40.77,0.12,0,-11.36,-431.454,49.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,1,3,0,5,41.82,0.12,0,-34.8,304.239,49.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,3,1,0,87.29,1.05,0,-125.66,228.594,49.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,3,0,4,35.98,0.08,0,-25.06,188.47,49.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,3,4,1,53.22,0.21,0,97.65,-414.771,48.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,3,1,5,59.17,0.23,0,-134.4,307.433,48.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,3,1,6,64.53,0.18,0,-82.21,292.304,48.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,3,6,0,33.55,0.12,0,33.84,-65.139,48.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,3,0,4,36.02,0.07,0,-25.13,186.472,48.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,4,0,5,34.8,0.09,0,-41.59,174.85,34.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,5,3,0,105.81,0.27,0,188.18,187.652,55.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,2,5,0,4,35.64,1.87,0,-297.98,252.835,55.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,4,0,1,42.74,0.23,0,22.18,-16.239,28.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,4,1,2,73.19,2.08,0,166.87,-111.243,28.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,4,2,5,49.57,1.76,0,-520.52,226.003,28.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,4,5,1,37.85,0.45,0,295.5,-118.944,29.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,4,1,6,37.43,0.25,0,-53.27,58.808,29.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,4,6,2,55.59,0.42,0,154.03,-174.675,29.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,4,2,7,59.8,0.42,0,-70.04,164.43,29.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,7,4,0,30.82,1.92,0,58.61,65.028,27.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,3,7,0,5,52.71,0.34,0,-255.08,44.486,27.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,5,0,1,29.3,1.05,0,9.29,-4.668,30.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,5,1,2,26.94,0.85,0,55.26,-10.728,30.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,5,2,3,40.67,1.44,0,170.99,-64.787,30.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,5,3,6,39.54,1.92,0,-280.47,188.983,30.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,5,1,6,40.75,0.17,0,-44.46,124.314,32.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,5,6,2,39.02,0.12,0,87.63,-136.021,32.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,5,2,7,32.99,1.05,0,-173.39,57.514,32.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,5,7,3,37.06,0.99,0,279.47,-129.21,32.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,5,3,8,37.98,0.83,0,-128.24,115.868,32.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,6,0,2,26.83,1.83,0,36.93,-18.129,25.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,9,3,0,32.93,0.88,0,-111.08,180.177,49.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,4,9,0,5,29.4,1.12,0,-17.9,-141.521,49.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,1,5,0,4,40.28,0.32,0,314.26,488.133,51.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,0,1,9.01,0,0,200.12,-0.759,31.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,1,2,31.73,76.43,0,-186.51,-5.342,31.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,2,3,22.18,0.48,0,58.47,-9.335,31.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,3,4,38.29,1.17,0,143.94,-64.469,31.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,4,7,41.67,0.65,0,-282.93,210.506,31.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,1,4,34.11,0.63,0,66.53,-73.262,29.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,4,8,34.42,0.05,0,-156.23,109.524,29.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,8,3,30.61,0.12,0,34.88,-48.694,29.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,3,7,43.36,0.09,0,-122.98,137.972,29.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,7,2,46.39,0.06,0,69.4,-129.138,29.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,6,4,9,34.83,0.35,0,-266.1,94.069,29.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,7,1,3,22.88,0.47,0,-25.76,-16.526,27.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,11,3,0,25.45,0.62,0,-47.06,96.561,89.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,5,11,0,4,31.53,0.59,0,158.54,-336.507,89.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,1,0,31.25,0,0,-55.51,0.902,19.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,0,2,26.88,0.68,0,-7.99,-2.134,19.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,2,3,20.4,1.46,0,46.4,-2.062,19.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,3,4,26.01,0.53,0,91,-6.571,19.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,4,5,44.02,9.15,0,215.29,-44.478,19.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,5,8,42.82,4.02,0,-313.57,129.787,19.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,2,1,25.3,4.57,0,59.39,1.196,17.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,1,4,24.41,1.03,0,71.21,-9.231,17.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,4,8,42.18,0.31,0,-89.54,79.742,17.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,8,3,44.46,0.33,0,3.94,-73.553,17.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,1,5,39.1,0.39,0,154.66,-52.784,18.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,5,2,39.66,0.22,0,-210.7,51.633,18.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,2,4,24.39,0.12,0,125.91,-8.233,18.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,4,9,30.24,0.47,0,-171.8,29.164,18.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,9,5,37.56,0.48,0,238.53,-68.021,17.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,7,5,10,39.43,0.33,0,-107.85,62.489,17.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,8,2,4,25.01,0.31,0,126.25,-26.722,40.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,9,0,3,27.04,0.03,0,25.35,-19.504,40.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,13,3,0,29.94,0.23,0,-18.69,23.371,34.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,13,0,4,29.39,0.08,0,95.09,-47.794,34.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,6,13,0,5,36.38,0.09,0,163.14,-151.751,33.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,1,7,0,5,43.7,0.3,0,171.18,184.287,23.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,1,0,-15.24,0,0,-174.32,-0.387,26.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,0,2,27.15,1.5,0,-27.74,-1.79,26.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,2,3,26.41,0.41,0,41.11,-1.876,26.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,3,4,24.79,0.42,0,71.37,-3.522,26.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,4,5,30.8,0.28,0,61.9,-10.937,26.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,5,6,55.91,0.41,0,70.08,-79.419,26.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,6,9,38.62,0.4,0,-452.08,164.604,26.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,2,1,26.28,0,0,133.77,1.088,27.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,1,3,26.91,5.75,0,-93.45,-3.065,27.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,3,6,49.01,0.57,0,165.81,-95.914,27.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,6,10,43.25,0.52,0,-107.02,125.388,27.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,10,5,30.53,0.3,0,72.58,-44.263,27.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,5,9,29.95,0.24,0,-357.38,86.835,27.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,9,4,29.93,0.54,0,297.31,-75.939,27.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,4,1,25.6,1.86,0,-0.3,7.217,29.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,1,5,28.64,1.4,0,59.5,-19.383,29.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,5,2,28.71,0.63,0,-168.07,18.136,29.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,2,6,48.2,0.26,0,185.45,-106.547,29.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,6,11,46.19,0.22,0,-337.7,127.635,29.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,8,1,6,47.95,0.13,0,77.83,-121.951,33.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,9,3,5,29.19,0.49,0,127.31,-33.781,43.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,10,1,4,28.82,0.63,0,29.77,-25.375,49.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,15,3,0,36.55,0.24,0,-3.15,28.784,54.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,15,0,4,35.33,0.27,0,68.99,-51.117,54.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,7,15,0,5,33.64,0.11,0,127.11,-100.857,58.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,1,0,43.54,0,0,-34.04,5.155,187.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,0,2,37.79,0.05,0,-36.45,-11.186,187.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,2,3,30.53,0,0,39.73,-8.676,187.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,3,4,31.81,0.08,0,64.01,-15.82,187.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,4,5,27.53,0.09,0,55.66,-27.385,187.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,5,6,31.78,0.04,0,-23.01,-79.032,187.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,6,7,53.69,2,0,349.56,-534.007,187.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,7,10,49.52,0.79,0,-675.51,1477.51,187.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,2,1,33.5,0,0,66.62,5.943,187.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,1,3,31.86,0.05,0,-28.14,-14.695,187.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,3,6,30.71,0.03,0,92.96,-122.014,187.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,6,10,47.42,0.03,0,-303.96,942.111,187.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,10,5,49.66,0,0,330.23,-863.269,187.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,4,1,31.78,0.03,0,-36.56,30.473,187.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,1,5,29.63,0,0,91.29,-57.863,187.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,5,2,29.21,0.03,0,-156.25,51.873,187.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,2,6,30.69,0.03,0,128.98,-130.799,187.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,6,11,37.81,0.03,0,-249.36,375.977,187.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,11,7,46,0,0,414.46,-914.826,187.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,7,3,47.47,0,0,-253.94,660.792,187.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,1,6,30.84,0.05,0,62.54,-137.03,187.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,8,9,6,2,30.7,0.03,0,-126.93,130.979,187.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
