El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,Time,Latitude,Longitude,,,,,,,,,,,,,,,,,,TM1
Mixed / non conventional,10,11,4,9,40.01,0.05,0,167.55,-632.409,208.535,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,9,13,40.14,0,0,-370.94,888.239,208.535,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,13,8,33.32,0.03,0,267.47,-368.621,208.535,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,9,14,40.32,0.03,0,-201.13,781.612,208.796,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,6,8,23.46,0,0,-10.7,-135.927,218.415,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,4,7,33.49,0.04,0,-1.09,-167.475,282.816,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,21,3,0,61.45,0.05,0,-66.93,57.438,168.19,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,21,0,4,58.24,0.03,0,69.26,-86.465,168.19,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,21,0,5,57.77,0.03,0,55.2,-130.858,167.212,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,1,0,58.94,0,0,-115.28,3.981,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,0,2,56.44,0,0,35.48,-8.894,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,2,3,56.43,0,0,32.66,-6.987,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,3,4,46.46,0,0,3.02,-8.218,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,4,5,51.15,0,0,-10.91,-13.571,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,5,6,35.24,0.06,0,81.52,-14.962,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,6,7,35.99,0.05,0,-74.16,-26.74,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,7,8,22.07,0.04,0,63.21,-32.794,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,8,9,32.44,0.03,0,71.49,-120.508,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,9,10,47.79,0.45,0,54.4,-710.055,280.082,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,0,3,56.53,0.06,0,66.92,-15.953,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,3,1,55.83,0,0,46.71,11.974,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,1,2,54.86,0,0,-77.97,-4.954,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,2,4,50.47,0.03,0,34.72,-15.219,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,4,6,41.37,0,0,70.06,-28.616,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,6,9,30.29,0,0,56.3,-180.528,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,9,5,30.63,0.04,0,-136.2,195.566,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,5,7,35.73,0.03,0,6.54,-41.831,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,7,10,43.09,0.03,0,70.98,-866.81,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,10,13,55,0,0,-438.73,2458.728,280.86,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,4,1,51.5,0.03,0,42.1,20.234,281.592,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,1,5,51.39,0.04,0,-52.79,-33.901,281.592,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,5,2,50.82,0.06,0,-23.68,28.922,281.592,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,2,6,44.18,0.03,0,103.94,-43.996,281.592,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,6,3,42.4,0.03,0,-71.78,36.948,281.592,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,3,7,39.48,0.03,0,-1.76,-63.899,281.592,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,4,1,51.53,0.03,0,41.79,20.292,282.265,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,1,6,45.07,0.02,0,27.08,-49.083,282.265,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,6,10,42.85,0.03,0,-71.67,-898.314,282.265,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,10,5,42.69,0,0,-6.71,913.291,282.265,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,5,2,50.92,0.12,0,-24.12,29.046,282.265,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,2,7,40.68,0,0,29.69,-71.072,282.265,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,5,3,49.28,0.05,0,5.96,22.01,282.854,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,3,8,31.1,0.03,0,59.05,-97.236,282.854,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,8,4,30.17,0.04,0,-56.25,88.941,282.854,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,4,7,38.57,0.06,0,-4.25,-55.807,282.854,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,4,9,31.45,0.03,0,112.37,-211.066,283.368,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,9,13,58.57,0,0,-455.67,1761.053,283.368,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,13,8,62.31,0,0,399.63,-1639.349,283.368,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,8,5,28.07,0.03,0,-64.66,75.35,283.368,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,9,14,39.87,0.03,0,-146.67,600.318,283.79,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,14,10,43.87,0.03,0,-5.41,-1320.937,283.79,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,12,10,15,43.86,0.03,0,-40.25,1155.701,283.79,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,13,7,9,27.67,0.03,0,112.57,-284.371,387.501,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,14,5,8,30.03,0,0,58.38,-115.349,217.181,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,23,3,0,69,0.04,0,-68.72,52.269,172.633,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,23,0,4,66.17,0.04,0,68.56,-77.8,172.633,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,11,23,0,5,66.41,0.03,0,60.04,-116.251,172.711,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,1,0,50.44,0,0,-110.14,4.067,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,0,2,49.35,0,0,37.61,-9.152,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,2,3,49.18,0,0,31.4,-6.872,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,3,4,43.21,0,0,0.07,-8.304,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,4,5,47.19,0,0,-4.98,-12.955,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,5,6,33.03,0,0,74.71,-13.602,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,6,7,34.31,0.03,0,-72.76,-22.603,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,7,8,20.48,0.03,0,59.33,-23.615,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,8,9,24.78,0.05,0,48.59,-57.14,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,9,10,27.28,0.03,0,-167.79,-157.263,434.656,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,0,3,49.64,0,0,67.92,-16.225,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,3,1,49.06,0,0,40.8,12.06,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,1,2,49.06,0,0,-70.86,-5.169,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,2,5,46.46,0.06,0,25.99,-28.319,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,5,7,33.88,0.06,0,1.22,-36.461,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,7,4,36.59,0.05,0,3.95,49.467,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,4,6,38.76,0.06,0,69.34,-26.74,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,6,8,25.56,0.06,0,-13.75,-46.557,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,8,11,34.2,0.05,0,174.21,-1070.086,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,11,10,36.87,0.06,0,-296.26,854.627,436.891,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,4,1,46.46,0,0,39.62,20.492,438.94,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,1,5,46.78,0.06,0,-44.24,-33.601,438.94,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,5,2,46.5,0.03,0,-25.56,28.478,438.94,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,2,6,41.09,0.04,0,99.33,-42.249,438.94,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,6,3,39.76,0.08,0,-68.31,35.273,438.94,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,3,7,37.43,0,0,-3.72,-58.1,438.94,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,7,10,25.8,0,0,-66.33,-240.357,438.94,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,10,14,34.7,0.03,0,-234.75,1616.063,438.94,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,14,9,35.76,0,0,405.84,-1457.067,438.94,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,4,1,46.54,0,0,39.39,20.607,440.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,1,6,41.74,0.07,0,29.13,-47.522,440.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,6,3,39.76,0,0,-67.78,35.407,440.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,3,5,45.6,0,0,-4.15,-21.576,440.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,5,8,26.94,0,0,58.39,-60.725,440.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,8,2,31.13,0.04,0,-84.17,89.312,440.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,2,7,38.43,0.03,0,26.54,-65.346,440.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,7,11,33.71,0.03,0,174.66,-1103.339,440.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,11,14,35.42,0.04,0,-463.15,2484.13,440.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,3,8,30.22,0,0,52.25,-82.742,442.36,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,8,4,29.2,0.04,0,-53.94,74.234,442.36,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,4,9,27.06,0.03,0,98.46,-132.309,442.36,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,9,5,25.82,0.03,0,-100.68,119.045,442.36,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,5,10,26.64,0.03,0,-70.59,-279.105,442.36,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,10,6,26.37,0,0,143.19,265.23,442.36,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,6,11,33.72,0.03,0,88.88,-1130.412,442.36,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,11,15,33.43,0.03,0,-219.62,1569.12,442.36,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,6,9,25.13,0.03,0,26.22,-105.669,443.816,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,9,10,27.25,0.03,0,-170.97,-160.412,443.816,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,10,15,29.99,0.05,0,15.36,706.186,443.816,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,15,11,33.43,0,0,208.96,-1574.132,443.816,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,13,11,16,34.29,0,0,-157.33,1413.091,443.816,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,12,15,6,9,31.97,0,0,24.87,-84.647,149.703,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,1,0,70.58,0,0,-107.44,3.065,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,0,2,69.37,0,0,38.99,-6.846,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,2,3,70.15,0,0,30.63,-5.04,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,3,4,62.33,0,0,-1.89,-5.97,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,4,5,68.91,0,0,-1.13,-9.076,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,5,6,49,0,0,70.71,-9.22,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,6,7,51.63,0,0,-71.87,-14.572,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,7,8,31.4,0,0,57.21,-14.177,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,8,9,36.18,0.06,0,40.3,-28.592,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,9,10,35.93,0.03,0,-172.4,-56.795,297.921,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,0,3,69.73,0,0,68.52,-11.929,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,3,1,69.42,0,0,37.57,8.851,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,1,2,68.44,0,0,-66.92,-3.794,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,2,4,65.81,0,0,27.89,-11.067,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,4,6,57.06,0.06,0,69.24,-18.309,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,6,8,39.09,0.05,0,-15,-28.778,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,8,5,41.17,0.05,0,-54.37,38.077,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,5,7,50.53,0.04,0,-1.7,-23.844,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,7,9,34.41,0.04,0,95.95,-42.866,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,9,12,67.08,0,0,133.57,-1435.751,298.864,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,4,1,66.76,0,0,38.42,14.979,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,1,5,67.45,0.05,0,-39.23,-24.076,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,5,2,67.04,0.06,0,-26.7,20.202,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,2,6,60.21,0,0,96.62,-29.55,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,6,3,58.33,0,0,-66.31,24.408,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,3,7,55.7,0.03,0,-4.81,-39.13,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,7,10,35.26,0,0,-77.37,-100.188,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,10,11,38.93,0,0,203.8,-154.835,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,11,8,37.83,0,0,-69.34,240.745,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,8,12,65.98,0,0,139.59,-1469.799,299.912,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,4,1,66.75,0,0,38.22,15.022,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,1,6,61.06,0.05,0,30.29,-33.457,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,6,3,58.41,0.04,0,-65.86,24.512,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,3,5,66.07,0.15,0,-2.33,-15.176,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,5,2,67.12,0.03,0,-27.18,20.285,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,2,7,57,0.03,0,25.01,-44.298,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,7,11,37.39,0.03,0,122.82,-255.688,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,11,12,77.24,0.03,0,55.87,-1232.526,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,12,15,53.53,0.05,0,-487.29,2562.36,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,15,10,42.07,0.04,0,231.43,-1174.768,300.782,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,3,8,46.07,0.03,0,49.43,-53.629,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,8,4,44.57,0,0,-53.04,47.565,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,4,7,54.54,0.04,0,-1.6,-33.26,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,7,12,65.28,0,0,166.91,-1492.855,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,12,16,57.95,0.03,0,-169.64,1855.419,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,16,11,38.68,0.05,0,123.2,-619.114,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,11,6,37.95,0,0,-48.27,271.234,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,6,9,37.59,0,0,21.6,-58.028,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,9,5,38.83,0.03,0,-89.35,67.334,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,5,10,37.44,0.03,0,-81.43,-124.848,301.738,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,4,9,40.94,0,0,88.6,-76.599,302.329,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,9,6,37.53,0.03,0,-19.98,58.049,302.329,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,6,10,36.74,0,0,-149.86,-115.758,302.329,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,10,11,38.91,0.06,0,196.47,-156.026,302.329,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,11,15,41.65,0,0,-384.74,1336.06,302.329,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,15,12,53.52,0.05,0,426.4,-2575.117,302.329,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,14,12,17,61.86,0,0,-298.16,1736.207,302.329,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,13,16,7,10,38.06,0.05,0,-81.51,-221.319,328.869,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,1,0,75.96,0,0,-104.98,1.146,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,0,2,75.55,0,0,40.19,-2.564,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,2,3,76.38,0,0,30.1,-1.833,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,3,4,69.77,0,0,-3.68,-2.176,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,4,5,77.45,0,0,2.73,-3.221,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,5,6,55.33,0,0,67.31,-3.164,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,6,7,59.4,0,0,-70.67,-4.853,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,7,8,36.58,0,0,55.41,-4.482,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,8,9,41.4,0.12,0,35.38,-8.118,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,9,10,38.66,0.07,0,-169.31,-13.264,129.352,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,0,3,76.6,0,0,69.75,-4.439,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,3,1,76.19,0,0,34.17,3.266,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,1,2,75.16,0,0,-63.4,-1.417,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,2,4,73.39,0,0,25.51,-4.052,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,4,6,64.9,0,0,69.66,-6.413,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,6,8,45.55,0.08,0,-15.63,-9.306,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,8,5,47.84,0.08,0,-50.26,12.511,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,5,7,57.83,0.07,0,-4,-8.034,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,7,9,39.39,0,0,89.54,-12.556,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,9,12,40.41,0.03,0,59.36,-110.954,129.401,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,4,1,73.26,0,0,38.01,5.442,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,1,5,74.94,0.25,0,-34.93,-8.694,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,5,2,74.62,0.08,0,-28.11,7.245,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,2,6,67.66,0.07,0,94.65,-10.451,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,6,3,66.09,0.07,0,-64.92,8.618,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,3,7,63.65,0.07,0,-5.07,-13.516,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,7,10,39.09,0,0,-79.82,-25.952,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,10,11,32.41,0.08,0,190.72,-22.312,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,11,8,35.58,0.04,0,-55.55,43.739,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,8,12,40.51,0.03,0,90.37,-119.534,129.776,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,4,1,73.45,0,0,37.86,5.47,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,1,6,68.71,0.06,0,31.19,-11.945,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,6,3,65.92,0.07,0,-64.49,8.619,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,3,5,74.31,0,0,-0.33,-5.44,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,5,2,74.99,0.05,0,-28.62,7.301,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,2,7,64.8,0.05,0,24.15,-15.363,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,7,11,35.68,0.06,0,108.92,-48.383,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,11,12,44,0.05,0,32.87,-75.943,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,12,13,39.47,0,0,-64.9,-272.443,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,13,8,39.78,0.03,0,-21.59,392.291,130.123,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,3,8,53.66,0.03,0,48.59,-18.086,130.445,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,8,4,51.93,0.05,0,-53.81,15.869,130.445,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,4,7,62.31,0.2,0,-0.17,-11.34,130.445,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,7,12,40.33,0.03,0,138.7,-124.586,130.445,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,14,15,12,16,41.49,0.03,0,-420.45,574.286,130.445,500,0,0,,,,,,,,,,,,,,,,,,40
